word,valence,arousal
unpunished,-0.416,0.188
unpurified,-0.667,-0.222
unqualified,-0.66,-0.134
unquenchable,0.667,1.0
unquenchably,0.667,0.926
unquenched,-0.667,0.667
unquestionable,-0.062,-0.1
unquestionably,0.0,0.26
unquestioned,0.124,0.018
unquestioning,-0.333,-0.667
unquiet,-0.667,0.905
unquotable,-0.63,-0.708
unquote,-0.224,-0.274
unquoted,0.0,-0.667
unranked,-0.333,-0.667
unrated,-0.111,-0.625
unravel,-0.244,0.196
unreachable,-0.584,0.358
unreachably,-0.593,-1.0
unreached,-0.458,-0.667
unread,-0.084,-0.52
unreadable,-0.667,-0.926
unreadily,-0.667,-0.667
unready,-0.667,-0.75
unreal,-0.654,-0.138
unrealism,-0.667,-0.148
unrealistic,-0.542,0.0
unreality,-0.333,-0.714
unrealizable,-0.476,-0.593
unrealized,-0.667,-0.667
unreason,-0.667,0.524
unreasonable,-0.77,0.404
unreasonableness,-0.867,0.5
unreasonably,-0.667,0.037
unrecalled,-0.611,-1.0
unreceptive,-0.667,-0.952
unreciprocated,-0.667,-0.63
unrecognizable,-0.375,-0.63
unrecognizably,-0.6,-0.519
unrecognized,-0.63,-0.583
unrecognizing,-0.333,-0.762
unrecompensed,-0.667,-0.667
unreconstructed,-0.619,-0.667
unrecorded,-0.518,-0.298
unrecoverable,-1.0,-0.792
unrecovered,-0.667,-0.667
unredeemable,-1.0,-1.0
unredeemed,-0.667,-0.667
unreduced,0.0,0.593
unreel,0.0,0.667
unreferenced,-0.333,-0.63
unrefined,-0.611,-0.667
unreflecting,-0.667,-0.905
unreflective,-0.524,-0.667
unreflectively,-0.667,-0.667
unreformed,-0.667,-0.667
unrefrigerated,-0.63,-0.5
unregimented,0.444,0.556
unregistered,-0.49,-0.326
unregretful,0.619,-0.667
unregulated,-0.312,-0.092
unrehearsed,-0.333,0.667
unreinforced,-0.5,-0.542
unrelated,-0.396,-0.46
unreleased,0.0,-0.704
unrelenting,0.0,0.58
unreliability,-0.667,-0.667
unreliable,-0.784,-0.04
unreliably,-0.667,-0.667
unrelieved,-0.667,-0.667
unreligious,-0.333,0.0
unremarkable,-0.458,-0.69
unremarked,-0.333,-0.963
unremembered,-0.476,-0.958
unremitted,-0.625,-0.792
unremitting,-0.667,0.762
unremorseful,-0.704,0.667
unremorsefully,-0.952,0.867
unremunerated,-0.667,-0.619
unrenowned,-0.593,-0.952
unrented,-0.593,-0.625
unrepaired,-0.667,-0.625
unrepeatable,-0.963,-0.667
unrepeated,0.5,-0.889
unrepentant,-0.52,-0.11
unrepentantly,-0.667,-0.667
unreported,-0.63,-0.704
unrepresentative,-0.619,-0.5
unrepresented,-0.667,-0.667
unrepressed,0.625,0.958
unrequested,-0.333,-0.593
unrequited,-0.714,-0.118
unrequitedly,-0.667,-0.625
unreserved,0.6,0.333
unreservedly,0.667,0.0
unreservedness,0.556,-0.519
unresisting,0.19,-0.944
unresolved,-0.73,-0.118
unrespectable,-0.905,-0.667
unresponsive,-0.784,-0.436
unresponsively,-0.667,-1.0
unresponsiveness,-0.762,-1.0
unrest,-0.595,0.154
unrestrained,-0.23,0.55
unrestrainedly,-0.238,1.0
unrestraint,-0.143,0.722
unrestricted,0.396,-0.084
unrestrictedly,0.667,0.067
unrestrictive,0.625,0.458
unretired,0.583,0.667
unreturned,-0.542,-0.667
unrevealed,0.0,-1.0
unrevealing,-0.619,-0.611
unreviewable,-0.667,-0.889
unrevised,-0.333,-0.667
unrevoked,0.714,-0.875
unrewarded,-0.667,-0.63
unrewarding,-0.958,-0.667
unrhymed,0.0,-0.583
unrifled,0.0,-0.667
unrigged,0.778,-0.917
unrigging,-0.458,0.542
unrighteous,-0.667,-0.37
unrighteousness,-1.0,-0.259
unrightfully,-0.708,0.481
unripe,-0.619,-0.333
unrivaled,0.944,0.0
unrivalled,1.0,0.0
unroasted,-0.111,-0.619
unrobed,-0.042,-0.333
unroll,0.0,0.667
unromantic,-0.584,-0.368
unromantically,-0.667,-0.583
unroofed,-0.583,-1.0
unroot,-0.048,0.542
unrounded,-0.259,0.0
unruffled,0.625,-0.958
unruliness,-0.667,0.963
unruly,-0.52,0.49
unrushed,1.0,-1.0
unsacred,-0.619,0.0
unsaddle,-0.296,0.667
unsaddled,0.0,-0.667
unsafe,-0.77,0.124
unsafeguarded,-0.667,0.63
unsafely,-0.667,0.667
unsaid,-0.292,-1.0
unsalaried,-0.333,-0.667
unsalted,-0.111,-0.417
unsalvageable,-1.0,-1.0
unsanctified,-0.667,0.0
unsanctioned,-0.667,0.778
unsanitary,-0.874,0.184
unsatisfactorily,-0.875,-0.667
unsatisfactory,-0.756,0.04
unsatisfied,-0.6,0.094
unsatisfying,-0.926,-0.458
unsaturated,0.042,-0.042
unsaved,-0.667,-0.333
unsavory,-0.858,0.274
unscarred,0.963,-0.762
unscathed,0.25,-0.384
unscented,0.0,-0.741
unscheduled,-0.376,-0.128
unscholarly,-0.667,-0.667
unschooled,-0.556,-0.667
unscientific,-0.208,-0.366
unscientifically,-0.5,0.0
unscramble,0.444,0.667
unscrambled,0.704,0.519
unscratched,0.667,-1.0
unscreened,-0.048,0.5
unscrew,-0.334,-0.076
unscripted,0.048,0.5
unscriptural,-0.667,-0.667
unscrupulous,-0.812,0.454
unscrupulously,-0.722,0.611
unscrupulousness,-1.0,0.667
unseal,0.667,0.333
unsearchable,-0.667,-1.0
unsearched,-0.286,-0.852
unseasonable,-0.667,-0.583
unseasonably,-0.381,-0.667
unseasoned,-0.375,-0.583
unseat,-0.542,0.0
unseaworthy,-0.905,-0.667
unsecure,-0.667,-0.667
unsecured,-0.667,-0.083
unsee,-0.434,-0.242
unseeded,-0.333,-0.125
unseeing,-0.667,-0.905
unseemliness,-0.833,-0.667
unseemly,-0.792,0.296
unseen,-0.146,-0.298
unselect,-0.296,-1.0
unselective,-0.333,-0.667
unselfconscious,0.708,-1.0
unselfish,0.23,-0.294
unselfishly,1.0,-0.476
unselfishness,0.917,-0.667
unsent,-0.296,-0.625
unsentimental,-0.333,-0.667
unsentimentally,-0.238,-0.667
unserviceable,-0.667,-0.958
unset,-0.667,-0.389
unsettle,-0.667,0.926
unsettled,-0.625,0.481
unsettledness,-0.667,0.667
unsettlement,-0.667,0.444
unshackle,1.0,0.762
unshackled,0.958,0.917
unshakable,0.667,-0.926
unshakably,0.714,-0.667
unshakeable,0.667,-0.833
unshaken,0.958,-0.667
unshaped,-0.333,-0.889
unshapely,-0.667,-0.524
unshared,-0.333,-0.19
unsharpened,-0.375,-1.0
unshaved,-0.333,-0.074
unshaven,-0.333,-0.667
unsheathe,0.0,0.708
unsheathed,-0.056,0.667
unshelled,0.0,-0.037
unsheltered,-0.714,-0.25
unshielded,-0.458,0.667
unshipped,-0.333,-0.75
unshod,0.0,-0.5
unshorn,0.0,-0.5
unshrinking,0.667,0.875
unsighted,-0.667,-0.952
unsightliness,-0.81,0.0
unsightly,-0.548,0.118
unsigned,-0.042,-0.667
unsinkable,0.958,-0.667
unskilled,-0.667,-0.667
unskillful,-1.0,-0.481
unskillfully,-0.667,-0.381
unsliced,0.0,-0.952
unsmiling,-0.667,-0.667
unsmooth,-0.667,-0.292
unsnap,0.0,0.667
unsnapped,-0.292,-0.333
unsnarl,0.667,0.667
unsociability,-0.667,-0.667
unsociable,-0.667,-0.958
unsociably,-0.667,-1.0
unsocial,-0.667,-0.63
unsoiled,0.611,-0.81
unsold,-0.619,-0.444
unsolicited,-0.812,-0.322
unsolvable,-0.778,-0.583
unsolved,-0.708,-0.22
unsophisticated,-0.346,-0.018
unsophisticatedly,-0.542,-0.667
unsorted,-0.417,0.667
unsought,-0.333,-0.667
unsound,-0.595,-0.556
unsoundly,-0.667,-0.667
unsoundness,-0.762,-0.667
unsowed,-0.429,-0.833
unsown,-0.333,-1.0
unsparing,-0.667,0.75
unspeakable,-0.346,0.134
unspeakably,-0.708,-0.583
unspeaking,-0.625,-1.0
unspecialized,-0.583,-0.917
unspecific,-0.333,-0.667
unspecified,-0.52,-0.27
unspectacular,-0.583,-0.63
unspectacularly,-0.625,-1.0
unspent,0.467,-0.593
unspiritual,-0.875,-0.63
unspoiled,1.0,-1.0
unspoken,-0.646,-0.48
unsponsored,-0.375,-0.667
unsporting,-0.667,-0.524
unsportsmanlike,-1.0,0.667
unspotted,0.952,-0.833
unsprayed,0.0,-0.708
unstable,-0.666,0.174
unstableness,-0.667,0.667
unstaffed,-0.667,-1.0
unstained,0.407,-1.0
unstamped,0.0,-0.571
unstated,0.0,-0.704
unstaunched,-0.667,0.667
unsteadied,-0.619,-1.0
unsteadily,-0.556,0.667
unsteadiness,-0.667,0.667
unsteady,-0.756,0.0
unsterile,-1.0,0.583
unsterilized,-0.667,0.296
unstilted,0.5,0.333
unstinted,1.0,-0.048
unstipulated,-0.167,-0.704
unstirred,-0.167,-1.0
unstitch,-0.524,0.625
unstop,0.542,0.926
unstoppable,0.25,0.774
unstopped,0.267,1.0
unstrained,0.625,-0.963
unstrapped,0.0,0.593
unstressed,0.0,-1.0
unstring,-0.593,0.278
unstructured,-0.333,0.111
unstrung,-0.667,0.704
unstuck,0.667,0.667
unstudied,-0.333,-0.625
unstuffed,0.067,-0.056
unstylish,-0.704,-0.667
unsubordinated,0.556,0.63
unsubscribed,-0.417,-0.778
unsubscribing,-0.407,-0.542
unsubsidized,-0.375,-0.667
unsubstantial,-0.583,-0.667
unsubstantially,-0.667,-0.667
unsubstantiated,-0.667,-0.667
unsubtle,-0.667,0.417
unsubtly,-0.667,0.5
unsuccessful,-0.72,-0.364
unsuccessfully,-0.714,-0.524
unsuccessfulness,-1.0,-0.667
unsuitability,-0.792,-0.852
unsuitable,-0.624,0.056
unsuitableness,-0.833,-0.593
unsuitably,-0.667,-0.583
unsuited,-0.667,-0.667
unsullied,1.0,-1.0
unsung,-0.408,-0.34
unsupervised,-0.044,-0.038
unsupplied,-0.63,-0.778
unsupportable,-0.667,-0.625
unsupported,-0.48,-0.1
unsuppressed,0.619,1.0
unsure,-0.714,0.16
unsurpassable,1.0,-0.583
unsurpassed,0.388,0.138
unsurprised,0.0,-1.0
unsurprising,-0.042,-1.0
unsusceptible,-0.208,-0.958
unsuspected,0.0,-0.333
unsuspecting,-0.396,0.018
unsuspended,0.0,-0.583
unsuspicious,0.667,-1.0
unsustainable,-0.49,0.3
unswayable,0.286,-1.0
unsweetened,-0.208,-0.474
unswerving,0.667,-0.714
unsworn,0.0,-0.75
unsymmetrical,-0.048,0.0
unsympathetic,-0.674,0.24
unsympathetically,-0.667,-0.667
unsynchronized,-0.5,0.571
unsystematic,-0.667,-0.63
unsystematically,-0.667,-0.625
untactful,-0.667,-0.476
untagged,-0.333,-0.375
untainted,0.762,-1.0
untaken,-0.048,-0.619
untalented,-1.0,-0.611
untallied,-0.042,-0.963
untamable,-0.467,1.0
untamed,-0.142,0.556
untangle,0.762,0.667
untangled,0.75,-1.0
untapped,0.667,-0.292
untarnished,1.0,-1.0
untaught,-0.333,-0.556
untaxed,0.714,-0.375
untelevised,-0.167,-0.667
untellable,-0.619,-0.667
untenable,-0.714,0.274
untenably,-0.708,-0.5
untended,-0.667,-0.963
untendered,-0.625,-0.583
untested,-0.396,-0.408
unthankful,-0.667,-0.667
unthankfully,-0.952,-0.556
unthinkable,-0.27,-0.04
unthinkably,-0.667,-0.833
unthinking,-0.583,-1.0
unthread,-0.333,0.667
unthreatened,0.833,-0.933
unthreatening,0.667,-0.926
unthrifty,-0.667,-0.593
untidily,-0.667,0.5
untidiness,-0.667,-0.583
untidy,-0.788,0.22
untie,0.084,-0.074
untied,0.0,-0.25
until,0.0,0.0
untilled,-0.333,-1.0
untimed,-0.042,-0.583
untimely,-0.51,0.352
untiring,1.0,1.0
untitled,-0.574,-0.52
untoasted,-0.042,-1.0
untold,-0.52,-0.266
untouchable,-0.02,0.204
untouchably,-0.905,-1.0
untouched,0.062,-0.448
untoward,-0.756,0.11
untowardly,-0.667,0.667
untraceable,-0.358,0.348
untraceably,-0.542,-0.542
untraced,0.0,-0.667
untracked,-0.292,-0.667
untradeable,-0.63,-0.952
untraded,0.0,-0.593
untraditional,0.0,0.042
untrained,-0.53,0.058
untransformed,0.0,-0.905
untranslatability,-0.611,-0.583
untranslatable,-0.286,-0.556
untranslated,-0.458,-0.624
untraveled,0.0,-0.8
untreatable,-1.0,-0.792
untreated,-0.519,-0.458
untried,-0.083,-0.667
untrimmed,-0.333,-0.667
untroubled,0.5,-0.574
untrue,-0.938,0.0
untruly,-1.0,0.095
untrusting,-0.667,-0.667
untrustworthiness,-1.0,0.148
untrustworthy,-0.903,-0.051
untruth,-1.0,-0.556
untruthful,-0.958,-0.042
untruthfully,-1.0,0.667
untruthfulness,-1.0,-0.667
unturned,-0.376,-0.49
untutored,-0.375,-0.333
untwine,-0.407,0.476
untwined,0.556,-0.667
untwist,0.375,0.667
untying,0.5,0.625
untypical,0.0,-0.048
untypically,-0.111,-0.476
unusable,-0.833,-0.889
unused,-0.312,-0.538
unusual,-0.142,-0.134
unusually,-0.23,-0.188
unusualness,0.0,-0.417
unutterable,-0.188,0.184
unutterably,-0.519,-0.714
unuttered,-0.278,-1.0
unvaccinated,-0.667,0.125
unvalued,-0.667,-0.667
unvanquished,0.667,0.667
unvaried,-0.429,-0.667
unvarnished,0.0,0.037
unvarying,-0.333,-0.958
unveil,-0.122,-0.116
unveiling,0.138,0.14
unvented,-0.417,-0.667
unventilated,-0.667,-0.905
unverifiable,-0.667,-0.667
unverified,-0.572,-0.27
unversed,-0.667,-0.704
unvested,-0.333,-0.593
unviable,-0.857,-1.0
unviewed,-0.333,-0.741
unvigilant,-0.667,-1.0
unvisited,-0.333,-0.905
unvocal,-0.333,-0.667
unvoiced,0.0,-0.519
unwaged,-0.593,-0.667
unwanted,-0.646,0.092
unwarily,-0.333,-0.583
unwariness,-0.619,-0.593
unwarlike,0.417,-1.0
unwarned,-0.63,-0.37
unwarrantable,-1.0,-0.593
unwarrantably,-0.667,-0.37
unwarranted,-0.818,0.0
unwarrantedly,-0.667,0.667
unwary,-0.428,-0.166
unwashed,-0.27,-0.146
unwatchable,-0.952,-1.0
unwatched,-0.333,-0.611
unwatchful,-0.583,-0.926
unwavering,0.48,0.26
unwearied,1.0,0.963
unweave,0.0,0.524
unwed,0.082,0.19
unwedded,-0.25,-0.667
unwelcome,-0.611,-0.04
unwelcomed,-1.0,-0.417
unwell,-0.714,0.28
unwholesome,-0.889,-0.583
unwholesomely,-0.778,-0.429
unwholesomeness,-1.0,-0.625
unwieldiness,-0.667,-0.889
unwieldy,-0.667,-0.667
unwilled,-0.6,-1.0
unwilling,-0.396,-0.368
unwillingly,-0.468,0.096
unwillingness,-0.592,-0.378
unwind,0.674,-0.638
unwinnable,-1.0,-1.0
unwire,-0.389,-0.571
unwired,0.333,0.0
unwise,-0.718,0.22
unwisely,-0.667,0.067
unwished,-0.667,-0.857
unwitting,-0.48,0.052
unwittingly,-0.376,0.02
unwomanly,-0.905,-0.667
unworkable,-1.0,-0.857
unworldly,-0.333,-1.0
unworn,0.333,-0.917
unworried,1.0,-1.0
unworriedly,0.667,-1.0
unworthily,-0.778,-0.667
unworthiness,-1.0,-0.8
unworthy,-0.612,-0.134
unwound,0.429,-1.0
unwoven,-0.286,-0.667
unwrap,0.208,-0.018
unwrapped,0.0,0.0
unwrapping,0.625,0.667
unwrinkled,0.667,-0.741
unwritten,-0.266,-0.232
unwrought,-0.333,-0.75
unyielding,-0.266,0.612
unyieldingness,-0.37,-0.714
unyoked,0.0,-0.75
unzip,-0.244,0.04
up,0.63,0.792
upbeat,0.756,0.062
upbraid,-0.926,0.667
upbringing,0.354,-0.02
upchuck,-0.958,0.933
upcoming,0.376,-0.08
upcountry,0.167,-0.381
update,0.396,0.07
updated,0.524,0.593
updraft,0.0,0.944
upend,-0.519,1.0
upfront,0.481,0.111
upgrade,0.572,0.0
upgraded,0.917,0.571
upheaval,-0.42,0.66
upheld,0.556,-0.458
uphill,-0.208,0.446
uphold,0.396,-0.358
upholder,0.667,0.667
upholster,0.625,-0.667
upholsterer,0.208,0.667
upholstery,0.184,-0.46
upkeep,0.18,-0.116
upland,0.438,0.156
uplands,0.23,-0.058
uplift,0.312,0.558
uplifting,0.542,0.096
uplink,0.088,0.02
upload,0.276,0.366
upmarket,0.667,0.444
upon,-0.038,-0.234
upper,0.48,0.058
uppercase,0.0,0.0
upperclassman,0.667,0.0
uppercut,-0.18,0.2
uppermost,0.571,-0.667
upping,0.542,0.667
uppity,-0.07,0.092
upraise,1.0,0.667
upright,0.334,-0.254
uprightly,0.667,-0.542
uprightness,1.0,-0.667
uprise,0.63,0.704
uprising,0.122,0.554
upriver,0.0,0.0
uproar,-0.458,0.804
uproarious,0.667,1.0
uproariously,0.667,1.0
uproot,-0.667,0.741
upscale,0.396,0.052
upset,-0.858,0.36
upsetting,-1.0,0.667
upshot,0.386,-0.02
upside,0.194,0.232
upsize,0.571,0.583
upskirt,-0.722,0.667
upslope,0.556,0.292
upstage,-0.333,0.667
upstairs,0.326,-0.184
upstand,0.167,0.667
upstanding,0.702,-0.22
upstart,-0.102,0.0
upstate,0.0,0.0
upstream,0.0,0.095
upstroke,0.0,0.741
upsurge,0.667,1.0
upsweep,0.63,0.667
upswing,1.0,0.667
uptake,0.667,0.667
uptempo,0.667,1.0
uptight,-0.632,0.432
uptown,0.667,0.0
uptowner,0.542,0.25
uptrend,0.714,0.667
upturn,0.667,0.667
upward,0.584,-0.038
upwardly,0.619,0.458
upwards,0.448,-0.122
upwelling,0.143,0.714
upwind,0.037,0.593
uranium,-0.25,0.16
urban,0.122,0.056
urbanely,0.667,-0.583
urbaneness,0.722,0.048
urbanism,0.625,0.667
urbanite,0.481,0.667
urbanity,0.571,-0.417
urbanization,0.571,0.4
urbanize,0.458,0.667
urchin,-0.166,0.02
urea,-0.083,0.0
urethane,0.0,-0.593
urethra,0.0,0.0
urethral,0.0,0.0
urethritis,-0.667,0.519
urge,-0.164,0.36
urged,0.625,0.704
urgency,-0.142,0.816
urgent,-0.346,0.836
urgently,0.0,1.0
urinal,-0.572,0.02
urinalysis,-0.312,0.064
urinary,-0.333,0.0
urinate,-0.28,0.0
urination,-0.458,-0.118
urine,-0.25,-0.278
urn,-0.612,0.04
urologic,-0.296,0.0
urological,0.0,-0.583
urologist,0.0,0.0
urology,0.095,0.0
us,0.333,0.0
usability,0.926,-0.593
usable,0.624,-0.09
usage,0.292,-0.28
use,-0.124,-0.284
useable,0.593,-0.095
used,-0.292,-0.388
useful,0.526,-0.178
usefully,0.3,-0.038
usefulness,0.612,0.038
useless,-0.896,-0.316
uselessly,-0.667,-0.722
uselessness,-1.0,-0.667
user,0.258,-0.306
usergroup,0.667,0.0
username,0.1,-0.074
usher,0.042,-0.12
usual,0.25,-0.558
usually,0.0,-0.556
usualness,0.0,-0.625
usurp,-0.75,0.636
usurpation,-0.762,0.75
usurped,-0.416,0.56
usurper,-0.667,0.667
usury,-0.312,0.358
utensil,0.146,-0.442
uterine,0.0,-0.667
uterus,0.102,-0.16
uther,0.0,0.0
utilitarian,-0.146,-0.274
utilitarianism,0.593,-0.481
utility,0.244,-0.2
utilizable,0.583,-0.042
utilization,0.124,-0.062
utilize,0.388,-0.11
utmost,0.438,0.48
utopian,0.084,-0.346
utopianism,0.667,-0.458
utopist,0.667,0.037
utter,0.062,-0.156
utterance,0.084,0.28
utterly,0.266,-0.12
uttermost,0.667,0.0
uvula,0.0,-0.25
uvular,0.0,0.333
vacancy,0.286,-0.378
vacant,0.156,-0.56
vacantly,-0.5,-0.963
vacate,-0.286,-0.02
vacation,0.68,-0.02
vacationer,0.708,0.625
vacay,0.034,-0.076
vaccinate,0.31,0.254
vaccination,0.06,0.156
vaccinator,0.714,0.63
vaccine,0.0,0.04
vacillate,-0.042,0.619
vacillation,-0.667,0.667
vacillator,-0.667,0.667
vacuolar,-0.122,-0.26
vacuole,-0.02,-0.188
vacuous,-0.292,-0.466
vacuously,-0.593,-0.917
vacuum,-0.346,-0.608
vagabond,-0.232,0.062
vagabondism,-0.444,0.63
vaginal,-0.102,0.53
vaginitis,-0.714,0.333
vagrancy,-0.562,0.134
vagrant,-0.47,0.096
vagrantly,-0.381,-0.292
vague,-0.458,-0.33
vaguely,0.0,-0.667
vagueness,-0.7,-0.352
vain,-0.667,-0.381
vainly,-0.27,-0.434
vainness,-0.667,-0.667
valance,-0.152,-0.428
vale,0.184,-0.448
valediction,-0.048,-0.667
valedictorian,0.0,-0.02
valedictory,0.667,-0.619
valence,-0.111,0.0
valentine,0.776,0.23
valet,0.27,-0.188
valiance,0.917,0.667
valiant,0.873,0.49
valiantly,1.0,0.667
valid,0.386,-0.294
validate,0.52,-0.138
validation,0.31,-0.08
validity,0.292,-0.06
validly,0.667,0.0
validness,0.667,-0.259
valium,-0.162,-0.204
valley,0.458,-0.388
valor,0.666,-0.116
valorous,1.0,0.0
valorously,1.0,0.917
valuable,0.798,0.094
valuables,0.58,0.25
valuably,0.963,0.0
valuate,0.625,0.296
valuation,0.23,-0.04
value,0.75,0.164
valued,1.0,0.0
valueless,-1.0,-0.667
valuer,0.708,-0.042
valve,-0.354,-0.274
vamoose,-0.082,-0.09
vamos,0.667,1.0
vamp,-0.38,0.588
vampire,-0.458,0.604
vampirism,-0.667,0.708
van,0.122,-0.244
vancouver,0.138,0.108
vandal,-0.73,0.584
vandalism,-0.834,0.808
vandalize,-1.0,1.0
vane,0.122,-0.44
vanguard,0.386,0.28
vanilla,0.412,-0.568
vanish,-0.528,-0.04
vanished,-0.584,0.132
vanishing,-0.416,0.1
vanity,-0.48,0.08
vanload,0.0,0.667
vanquish,0.416,0.52
vanquished,-0.008,0.058
vanquisher,0.815,0.958
vanquishing,0.2,0.496
vantage,0.48,0.264
vapid,-0.667,-0.704
vapidity,-0.667,-0.667
vapidly,-0.667,-0.667
vapor,0.02,-0.284
vaporizable,0.042,0.333
vaporization,0.0,0.875
vaporize,-0.333,1.0
vaporizer,0.0,-0.333
vaporous,-0.083,-0.852
vaporously,-0.048,0.25
vara,-0.02,-0.334
variability,0.125,0.0
variable,0.24,-0.186
variableness,-0.067,0.63
variably,0.0,0.0
variance,0.08,-0.19
variant,-0.296,0.072
variation,0.27,0.122
variations,-0.084,0.096
varicella,-0.632,0.186
varicose,-0.53,-0.076
varicosity,-0.714,-0.667
varied,0.208,0.402
variegated,-0.204,0.098
variety,0.428,-0.056
various,0.0,-0.408
variously,0.0,0.476
varmint,-0.166,0.0
varnish,-0.104,-0.294
varnisher,0.37,-0.667
varsity,0.42,0.188
vary,0.042,-0.254
varying,0.104,-0.058
vascular,0.032,-0.098
vascularity,0.133,0.074
vasculature,0.0,-0.708
vase,0.276,-0.55
vasectomy,-0.584,0.326
vaseline,0.333,-0.667
vasoconstriction,-0.458,0.875
vassal,-0.166,0.05
vast,0.04,0.07
vastly,0.083,0.0
vastness,0.667,-1.0
vat,-0.334,-0.018
vatican,0.667,-0.556
vaudeville,-0.02,-0.058
vaudevillian,0.333,0.667
vault,-0.02,-0.244
vaulted,-0.166,-0.08
vaulting,0.02,-0.354
vax,-0.214,-0.07
veal,-0.124,-0.326
vector,0.076,-0.384
veer,-0.062,-0.14
vega,0.02,-0.334
vegan,-0.02,-0.548
veganism,0.625,0.0
vegemite,0.0,0.0
vegetable,0.102,-0.76
vegetarian,0.124,-0.49
vegetarianism,0.02,-0.462
vegetate,-0.333,-1.0
vegetation,0.48,-0.646
vegetative,0.0,-0.46
veggie,0.204,-0.51
vehemence,-0.667,1.0
vehement,0.0,0.0
vehemently,-1.0,1.0
vehicle,0.282,0.13
vehicular,0.0,0.667
veil,0.0,-0.53
veiled,-0.296,-0.495
vein,-0.306,-0.254
veined,-0.026,-0.082
velcro,0.375,0.0
vellum,0.0,-0.302
velocity,0.346,0.538
velour,0.34,-0.416
velvet,0.326,-0.548
velveteen,0.667,-0.926
velvety,0.354,-0.314
vena,0.0,-0.37
venal,-1.0,0.667
vend,0.0,0.667
vender,0.0,0.63
vendetta,-0.604,0.568
vending,-0.166,0.13
vendor,0.082,0.082
veneer,-0.02,-0.47
venerability,0.667,-0.667
venerable,0.416,-0.262
venerably,0.917,-0.667
venerate,0.958,0.444
veneration,0.49,0.3
venerator,0.667,-0.476
venereal,-0.396,0.308
venetian,0.266,-0.254
vengeance,-0.794,0.854
vengeful,-0.7,0.68
vengefully,-0.833,0.917
vengefulness,-1.0,0.667
venial,-0.056,-0.481
venison,0.02,-0.156
venom,-0.75,0.54
venomous,-0.682,0.682
venomously,-1.0,0.667
venomousness,-1.0,0.958
venous,-0.188,0.142
vent,-0.042,0.038
ventilate,0.667,0.667
ventilation,0.438,-0.098
ventilator,-0.058,-0.294
venting,-0.25,-0.224
ventral,0.042,-0.125
ventricle,0.04,-0.226
ventricular,-0.12,0.098
ventriloquism,0.042,0.667
ventriloquist,0.104,0.2
venture,0.786,0.62
venturer,0.611,0.667
venturesome,0.75,0.875
venturous,0.667,0.722
venue,0.454,-0.368
veracious,1.0,-0.556
veraciously,1.0,-0.222
veraciousness,0.952,-0.571
veracity,0.47,0.448
veranda,0.486,-0.314
verandah,0.37,-0.917
verb,0.164,-0.376
verbal,0.04,-0.418
verbalism,-0.292,0.593
verbalization,0.095,0.583
verbalize,0.571,0.63
verbally,0.083,0.25
verbatim,0.124,-0.49
verbiage,-0.142,0.12
verbose,-0.122,-0.04
verbosely,-0.444,0.333
verboseness,-0.375,0.519
verbosity,-0.4,-0.018
verdant,0.2,-0.48
verdantly,0.667,-0.833
verde,0.286,0.0
verdict,-0.35,0.378
verge,0.0,-0.326
verifiability,0.667,-0.667
verifiable,0.667,0.0
verifiably,0.667,0.0
verification,0.5,-0.448
verified,0.562,-0.266
verifier,0.667,0.583
verify,0.522,-0.038
verily,0.426,-0.298
veritable,0.588,-0.34
veritably,0.667,0.0
vermicelli,0.0,-0.333
vermicide,-0.667,0.667
vermilion,0.389,0.0
vermin,-0.666,0.424
verminous,-1.0,0.704
vermouth,0.006,-0.04
vernacular,-0.042,-0.094
vernacularism,0.19,0.208
vernacularly,0.0,0.148
vernal,0.106,-0.196
veronica,0.188,-0.202
versatile,0.812,0.25
versatility,0.756,0.17
verse,0.334,-0.462
versed,0.625,0.095
versification,0.583,-0.222
versify,0.619,0.667
version,0.208,-0.154
versus,-0.38,0.0
vert,-0.02,-0.25
vertebra,-0.146,-0.34
vertebrae,0.0,-0.667
vertebral,-0.384,-0.132
vertebrate,0.0,0.0
vertex,-0.368,0.02
vertical,0.04,-0.226
verticality,0.0,0.0
vertically,0.068,-0.23
vertices,0.0,-0.75
vertigo,-0.416,0.31
verve,0.448,0.68
very,0.143,0.0
veryangry,-0.354,0.428
vesicle,-0.282,0.018
vesicular,-0.572,-0.12
vespers,0.667,-0.63
vessel,-0.02,-0.204
vest,0.334,-0.24
vested,0.326,-0.17
vestibular,0.048,-0.583
vestibule,0.082,-0.23
vestige,0.124,-0.06
vestigial,-0.333,-1.0
vestment,0.111,-0.667
vestry,0.083,-0.667
vet,0.062,-0.2
veteran,0.12,-0.138
veterinarian,0.164,-0.164
veterinary,0.312,-0.1
veto,-0.458,-0.076
vex,-0.667,0.667
vexation,-1.0,0.667
vexed,-0.77,0.604
viability,0.552,0.0
viable,0.312,-0.36
viaduct,-0.16,-0.12
vial,0.188,-0.308
vibe,0.42,-0.04
vibes,0.27,0.376
vibrancy,0.963,0.952
vibrant,0.542,0.648
vibrantly,0.857,1.0
vibraphone,0.542,0.476
vibrate,0.0,0.396
vibration,0.166,0.314
vibrational,0.167,0.667
vibrato,0.667,0.667
vibrator,-0.042,0.596
vibratory,0.084,0.38
vicar,0.062,-0.26
vicarage,0.667,-0.63
vicarious,-0.042,-0.096
vicariously,0.148,0.083
